order_id,F1_XGB,F1_BERT,F1_diff(BERT-XGB),True_size,XGB_pred_size,BERT_pred_size
1543456,0.5333333333333333,0.5,-0.033333333333333326,6,9,18
2212224,0.3,0.2857142857142857,-0.01428571428571429,6,34,36
2707564,0.8750000000000001,0.8235294117647058,-0.05147058823529427,7,9,10
676463,1.0,1.0,0.0,4,4,4
1254150,0.8,0.6153846153846153,-0.18461538461538474,4,6,9
1985937,0.35294117647058826,0.21276595744680848,-0.14017521902377977,5,12,42
2821831,0.6875000000000001,0.6875000000000001,0.0,11,21,21
3311259,1.0,1.0,0.0,1,1,1
400295,0.8333333333333333,0.8333333333333333,0.0,5,7,7
1037026,0.4,0.4,0.0,1,4,4
688395,0.9500000000000001,0.9500000000000001,0.0,19,21,21
2785961,0.8750000000000001,0.8750000000000001,0.0,7,9,9
2007908,0.4,0.4,0.0,1,4,4
3245868,0.8,0.8,0.0,8,12,12
3369831,0.888888888888889,0.888888888888889,0.0,4,5,5
1427879,0.9696969696969697,0.9696969696969697,0.0,16,17,17
161375,0.8387096774193549,0.8484848484848484,0.009775171065493526,14,17,19
2989592,0.8571428571428571,0.8571428571428571,0.0,6,8,8
188620,0.4,0.33333333333333337,-0.06666666666666665,1,4,5
366510,1.0,1.0,0.0,9,9,9
1200066,0.7142857142857143,0.7499999999999999,0.03571428571428559,6,8,10
862500,0.6,0.6,0.0,3,7,7
1131586,0.8571428571428571,0.8571428571428571,0.0,6,8,8
1147586,0.9444444444444444,0.9444444444444444,0.0,17,19,19
1576440,0.7741935483870968,0.7741935483870968,0.0,12,19,19
102931,0.9285714285714286,0.9285714285714286,0.0,13,15,15
1188876,0.4615384615384615,0.4615384615384615,0.0,3,10,10
2647225,0.9333333333333333,0.9333333333333333,0.0,7,8,8
324093,0.8571428571428571,0.8571428571428571,0.0,3,4,4
530174,0.888888888888889,0.7272727272727273,-0.16161616161616166,4,5,7
1011049,0.5925925925925926,0.5925925925925926,0.0,8,19,19
2048523,0.8,0.8,0.0,2,3,3
1158323,0.8,0.8,0.0,10,15,15
1894911,0.8571428571428571,0.8571428571428571,0.0,12,16,16
1695207,0.5714285714285715,0.5333333333333333,-0.03809523809523818,4,10,11
3172071,0.6666666666666666,0.6666666666666666,0.0,3,6,6
118368,0.5714285714285715,0.5714285714285715,0.0,2,5,5
2839917,1.0,1.0,0.0,1,1,1
1383494,0.5806451612903226,0.5,-0.08064516129032262,9,22,27
3139923,1.0,1.0,0.0,1,1,1
176749,0.3636363636363636,0.3636363636363636,0.0,2,9,9
2294980,0.5217391304347825,0.5,-0.021739130434782483,7,16,21
1879112,0.2857142857142857,0.2857142857142857,0.0,1,6,6
1642566,0.6060606060606061,0.6060606060606061,0.0,10,23,23
3191586,0.8571428571428571,0.8571428571428571,0.0,3,4,4
1109039,0.7692307692307693,0.7692307692307693,0.0,5,8,8
3142872,0.8750000000000001,0.8750000000000001,0.0,14,18,18
2837044,0.3846153846153846,0.37037037037037035,-0.014245014245014231,5,21,22
2040098,0.4,0.3636363636363636,-0.03636363636363643,2,8,9
659909,0.888888888888889,0.888888888888889,0.0,4,5,5
735178,0.8163265306122449,0.7692307692307693,-0.04709576138147564,20,29,32
1250085,1.0,1.0,0.0,9,9,9
